################################################################################
IN SEQ: 	 b'how much is mel ##ani ##n worth in 2020 ?'
PRED DIST: 	 [0.001854148, 0.00017588842, 0.00038956656, 0.02255532, 0.008066699, 0.88390833, 0.00010268072, 0.0015653842, 0.001626899, 0.00071296043, 0.00063834066, 0.00039992543, 0.00035754367]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'why have threats against members of congress increased 107 % since 2020 and are expected to keep rising , as the us capitol police say ?'
GOLD SEQ: 	 b'why have threats against members of congress increased 107 % since 2020 and are expected to keep rising , as the us capitol police say ?'
PRED SEQ:	 b'why have threats against members of congress increased 107 % since 2020 and are expected to keep rising , as the us capitol police say ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.053282913, 0.013437126, 0.37019333, 0.0013715731, 3.9175124e-05, 2.7913502e-06, 0.0003429974, 0.0015758069, 0.00032521997, 0.00015237524, 0.00016383544, 4.709175e-05, 0.00019129537, 0.00392997, 0.025050826, 1.1437027e-05, 0.00030879583, 0.014898775, 7.695991e-06, 0.0017018418, 0.0014148651, 0.0001978621, 0.00012270863, 0.094587736, 0.11048062, 0.027360624]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'joe bid ##en tells world leaders that the u . s . will cut emissions by up to 52 % by 203 ##0 . what are your thoughts ?'
GOLD SEQ: 	 b'joe bid ##en tells world leaders that the u . s . will cut emissions by up to 52 % by 203 ##0 . what are your thoughts ?'
PRED SEQ:	 b'joe bid ##en is said to have cut world leaders that the u . s . will cut emissions by up to 52 % by 203 ##0 . what are your thoughts ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0058241324, 0.00034340733, 3.697369e-05, 0.77441037, 0.07637935, 0.0016622689, 0.0015310119, 0.00016355418, 0.00025137988, 3.9985753e-05, 6.004524e-05, 4.055565e-05, 0.059578326, 0.005233095, 0.0022255331, 0.007841408, 0.0012262856, 1.4377087e-05, 0.0004217674, 0.00041705268, 0.00038647055, 0.0005019227, 5.7789923e-05, 2.2662582e-05, 3.233004e-05, 1.433749e-05, 0.00015573623, 0.0001920791, 4.962629e-05]
GOLD TOK: 	 []
PRED TOK: 	 [['is', 'said', 'to', 'have', 'cut']]
################################################################################
IN SEQ: 	 b'why did the official 2020 trump campaign staff , backed by the go ##p , embrace russian election interference and attempts to undermine democratic processes ?'
GOLD SEQ: 	 b'why did the official 2020 trump campaign staff , backed by the go ##p , embrace russian election interference and attempts to undermine democratic processes ?'
PRED SEQ:	 b'why did the official 2020 trump campaign staff , backed by the go ##p , embrace russian election interference and attempts to undermine democratic processes ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0069700796, 0.003977622, 8.9528694e-05, 0.018632418, 0.0012183744, 0.00011348852, 2.085166e-05, 8.053564e-05, 4.716168e-06, 0.0037371276, 2.1073204e-06, 7.237376e-06, 0.0005867125, 0.00019928573, 2.3072753e-05, 0.17999989, 0.10360367, 0.0011914128, 0.2353927, 0.024251204, 0.073144704, 0.00010150673, 0.03228539, 0.01554051, 0.00034139917, 0.0006477336]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'when is joe man ##chin up for re - election ?'
GOLD SEQ: 	 b'when is joe man ##chin up for re - election ?'
PRED SEQ:	 b'when he is joe man ##chin up for re - election ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.1917015, 0.05964712, 0.045757886, 0.030862296, 0.14200799, 0.14674251, 0.0036924146, 0.13575159, 0.09526679, 0.15453164, 0.12950459]
GOLD TOK: 	 []
PRED TOK: 	 [['he']]
################################################################################
IN SEQ: 	 b"michael flynn , trump ' s nsa for 22 days before getting fired and pleading guilty to a felony , later lobbied trump to declare martial law and have the military re ##run the 2020 election ."
GOLD SEQ: 	 b"michael flynn , trump ' s nsa for 22 days before getting fired and pleading guilty to a felony , later lobbied trump to declare martial law and have the military re ##run the 2020 election ."
PRED SEQ:	 b"michael flynn , trump ' s nsa for 22 days before getting fired and pleading guilty to a felony , later trump to declare martial law and have the military re ##run the 2020 election ."
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0037857667, 0.0004152613, 1.5635896e-05, 3.1909578e-05, 7.980629e-06, 3.0957093e-05, 0.050804928, 0.011632352, 0.0014906276, 0.0003495032, 0.00012947233, 0.0024932127, 0.0005093822, 1.0745268e-05, 9.1386995e-05, 6.582835e-05, 5.1439565e-06, 4.6448386e-05, 0.0021954232, 3.84389e-06, 0.047500283, 0.7432096, 8.5767315e-05, 0.000111161324, 0.0008394096, 0.00010477262, 0.00011650445, 6.838432e-05, 0.00037596634, 0.00015617032, 0.004064544, 0.0041136215, 0.014960924, 0.0006253792, 0.00022307834, 0.00034625162, 5.1695e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'how would us security be now , had he never been exposed and fired ?'
GOLD SEQ: 	 b'how would us security be now , had he never been exposed and fired ?'
PRED SEQ:	 b'how would us security be now , had he never been exposed and fired ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.03535603, 0.012145786, 0.36937067, 0.021035403, 0.0012523083, 0.033574775, 5.288884e-05, 0.0059973476, 0.14776364, 0.057413127, 0.00074671925, 0.10551353, 0.00018074233, 0.021851355, 0.0021441572]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'what are your thoughts and feelings on the u . s 2020 president ##al election ?'
GOLD SEQ: 	 b'what are your thoughts and feelings on the u . s 2020 president ##al election ?'
PRED SEQ:	 b'what are your thoughts and feelings on the u . s 2020 president election ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.045217812, 0.0027396532, 0.33816126, 0.00026916226, 6.601537e-05, 0.00018891702, 0.00044819704, 0.00016283187, 0.01205984, 0.003907276, 0.011050869, 0.013222154, 0.38565695, 0.49563318, 0.00286115, 0.0026178902]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'why does trump believe that the 2020 election was a " bs " ?'
GOLD SEQ: 	 b'why does trump believe that the 2020 election was a " bs " ?'
PRED SEQ:	 b'why does trump believe that the 2020 election was a " bs " ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.06283828, 0.11163383, 0.011882053, 0.38162336, 9.21239e-05, 0.00011817169, 0.0009029726, 0.001053905, 0.027974514, 0.011440811, 4.8524766e-05, 0.046512075, 3.725475e-05, 0.0045026126]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'why is the 2020 us census census taking so long to be published ?'
GOLD SEQ: 	 b'why is the 2020 us census census taking so long to be published ?'
PRED SEQ:	 b'why is the 2020 us census census taking so long to be published ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.40264478, 0.018949924, 0.0003320302, 0.005048568, 0.0038084218, 0.0009852786, 0.004433374, 0.13178462, 0.15150285, 0.04137159, 0.00025370077, 0.00023603004, 0.020538166, 0.113091074]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'what do you think of def ##und the police being named the most tone - deaf slogan of 2020 ?'
GOLD SEQ: 	 b'what do you think of def ##und the police being named the most tone - deaf slogan of 2020 ?'
PRED SEQ:	 b'what do you think of the police being named the most tone - deaf slogan of 2020 ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0032403143, 7.015391e-05, 0.0008593795, 0.00011478157, 4.2750118e-05, 0.61046964, 0.75486517, 0.0038107398, 0.006137487, 0.00079388916, 0.0018956873, 2.3935057e-05, 0.007249927, 0.043938555, 0.004339029, 0.018097874, 0.017805932, 0.00029762828, 0.0021130755, 0.00024163311]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'why did stolen - election - mythology - pushing pa state representative seth grove admit that the election fraud in his state was very limited and was done by republicans ?'
GOLD SEQ: 	 b'why did stolen - election - mythology - pushing pa state representative seth grove admit that the election fraud in his state was very limited and was done by republicans ?'
PRED SEQ:	 b'why did stolen - election - election pa state representative seth grove admit that the election fraud in his state was very limited and was done by republicans ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00017841159, 8.8698645e-05, 0.029204668, 0.009086278, 0.00015894098, 0.0043250574, 0.8335257, 0.8198521, 0.7693908, 1.7061904e-05, 2.9339426e-06, 2.125897e-06, 1.2414672e-06, 1.0022912e-06, 0.0013996251, 1.4835149e-06, 4.1819794e-06, 3.5772841e-06, 0.00015378499, 1.4559288e-06, 6.2699232e-06, 6.872907e-06, 3.0150643e-06, 0.0006795695, 9.651851e-06, 1.5973908e-06, 6.573441e-06, 9.327228e-06, 1.203953e-06, 5.243146e-05, 2.1748445e-05]
GOLD TOK: 	 []
PRED TOK: 	 [['election']]
################################################################################
IN SEQ: 	 b'why did donald trump change his home state from new york to florida in the 2020 elections ?'
GOLD SEQ: 	 b'why did donald trump change his home state from new york to florida in the 2020 elections ?'
PRED SEQ:	 b'why did donald trump change his home state from new york to florida in the 2020 elections ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.81037843, 0.0074177175, 0.00014347353, 6.650411e-05, 0.0039802794, 0.00086999516, 0.0031544592, 0.0021186108, 5.9181282e-05, 0.00016187562, 0.00038700103, 8.1199134e-05, 0.0017474812, 0.00011189182, 8.389997e-05, 0.0006030831, 0.0020955887, 0.062606975]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'when will mag ##a types finally accept that their guy got span ##ked in the 2020 election ?'
GOLD SEQ: 	 b'when will mag ##a types finally accept that their guy got span ##ked in the 2020 election ?'
PRED SEQ:	 b'when will mag ##a types accept that their got span ##ked in the 2020 election ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00071050477, 0.0007092958, 0.00021055815, 5.609101e-05, 0.003279005, 0.05310699, 0.0037109957, 1.5955264e-05, 0.0023893272, 0.7999211, 0.0025760478, 0.012472808, 0.0024669336, 1.35724795e-05, 1.1694732e-05, 0.000121252146, 8.55715e-05, 0.000109254805]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'if trump had a more energetic vice president than mike pen ##ce , would his chances at a second term as president have been higher ?'
GOLD SEQ: 	 b'if trump had a more energetic vice president than mike pen ##ce , would his chances at a second term as president have been higher ?'
PRED SEQ:	 b'if trump had a more vice president than mike pen ##ce , would his chances at a second term as president have been higher ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.010348771, 0.00021272949, 0.0065464927, 0.0016646573, 0.024064347, 0.6643406, 0.000111393914, 5.177886e-05, 8.131963e-05, 2.3538294e-05, 6.550681e-06, 4.812035e-06, 0.00020000394, 0.008107408, 0.00050511875, 0.0016059765, 1.9360417e-05, 3.4438093e-05, 0.00017151315, 1.8000334e-05, 6.325695e-06, 3.3092725e-05, 0.00022610775, 9.904868e-05, 0.01880872, 0.00029832087]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'to those who claim the 2020 presidential election result was not true or legitimate : where do you see the sc ##hism between your belief and those who accept the results as real going ?'
GOLD SEQ: 	 b'to those who claim the 2020 presidential election result was not true or legitimate : where do you see the sc ##hism between your belief and those who accept the results as real going ?'
PRED SEQ:	 b'to those who claim the 2020 presidential election result was not true or : where do you see the sc ##hism between your belief and those who accept the results as real going ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.00089849526, 0.0005089993, 0.0006390273, 0.7050589, 6.782763e-06, 0.00018668854, 2.5875303e-05, 9.628426e-06, 5.118038e-05, 3.8771166e-05, 0.00019978895, 0.0001326882, 1.4693441e-05, 0.005216734, 4.3627817e-05, 4.2141062e-05, 5.938896e-06, 6.995924e-05, 5.749802e-06, 0.00010819874, 0.023241904, 0.013438417, 7.3830197e-06, 0.06706787, 0.040176842, 4.233632e-06, 2.1801208e-05, 1.1701816e-05, 0.01024915, 1.0356971e-05, 3.3041702e-05, 1.5676058e-05, 0.00182536, 0.00045522195, 1.18611e-05]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'is andrew yang a good presidential candidate for the u . s . election in 2020 ?'
GOLD SEQ: 	 b'is andrew yang a good presidential candidate for the u . s . election in 2020 ?'
PRED SEQ:	 b'is andrew yang a presidential candidate for the u . s . election in 2020 ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [2.376003e-06, 9.66217e-07, 8.876118e-07, 1.5452024e-05, 0.9999113, 1.5534148e-06, 1.9649249e-06, 8.88274e-07, 8.448523e-07, 1.2486568e-06, 7.801626e-07, 1.0112676e-06, 7.902273e-07, 7.7569644e-07, 8.090928e-07, 1.4557622e-06, 3.1416864e-06]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b"would trump still be president if ruth bad ##er gin ##sburg didn ' t die before the election ?"
GOLD SEQ: 	 b"would trump still be president if ruth bad ##er gin ##sburg didn ' t die before the election ?"
PRED SEQ:	 b"would trump still be president if ruth bad ##er gin ##sburg didn ' t die before the election ?"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.23177029, 0.009992119, 0.3502333, 0.01501529, 0.038836118, 0.018251227, 0.00886524, 0.007787858, 0.004100807, 0.005315479, 0.00032041036, 0.00110161, 0.0001996566, 0.0011330185, 0.19142592, 0.0023153068, 0.00023971361, 0.006075875, 0.0478822]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'progressive people see bid ##en as a white trash president who is continuing trump ##s path .'
GOLD SEQ: 	 b'progressive people see bid ##en as a white trash president who is continuing trump ##s path .'
PRED SEQ:	 b'some people see bid ##en as a white president who is continuing trump ##s path .'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.5124277, 0.0066269813, 0.00037160856, 1.9698535e-05, 1.7144795e-05, 3.1924188e-05, 9.8845354e-05, 0.16464451, 0.6133296, 0.0005444446, 0.0012152635, 0.0022852982, 0.00018452592, 0.0010444595, 0.0013100723, 0.001467706, 1.1101686e-05]
GOLD TOK: 	 []
PRED TOK: 	 [['some']]
################################################################################
IN SEQ: 	 b'will he obey the people or should he be replaced by a true progressive ?'
GOLD SEQ: 	 b'will he obey the people or should he be replaced by a true progressive ?'
PRED SEQ:	 b'will obey the people or should he be replaced by a progressive progressive ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.0014309884, 0.032782968, 0.011810099, 0.0002611938, 0.0013578079, 0.00013056547, 0.00040398096, 0.0002968017, 7.918554e-06, 0.0002667992, 9.894908e-06, 8.6599335e-05, 0.8210223, 0.0063049174, 0.000117586605]
GOLD TOK: 	 []
PRED TOK: 	 [['progressive']]
################################################################################
IN SEQ: 	 b'how did trump try to stop election fraud in 2020 when he was president ?'
GOLD SEQ: 	 b'how did trump try to stop election fraud in 2020 when he was president ?'
PRED SEQ:	 b'how did trump try to stop election fraud in 2020 when he was president ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.08568313, 0.0802448, 0.021505304, 0.12018747, 0.0015606827, 0.17455938, 0.016439447, 0.113440566, 0.0026217117, 0.051744044, 0.004889123, 0.074750125, 0.0416461, 0.10771113, 0.026942946]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'why did gary peters almost lose his senate seat in the 2020 election ?'
GOLD SEQ: 	 b'why did gary peters almost lose his senate seat in the 2020 election ?'
PRED SEQ:	 b'why did gary peters almost lose his senate seat in the 2020 election ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [0.016880963, 0.0010851647, 1.8320026e-05, 4.6477826e-06, 0.8460348, 2.19657e-05, 1.7242832e-05, 1.6332893e-05, 8.244064e-06, 7.695441e-06, 1.5491392e-05, 6.427472e-05, 3.138491e-05, 0.0003927398]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'who do you think well - deserved grammy 2020 , and for what ?'
GOLD SEQ: 	 b'who do you think well - deserved grammy 2020 , and for what ?'
PRED SEQ:	 b'who do you think grammy 2020 , and for what ?'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
PRED DIST: 	 [7.2795183e-06, 3.2999524e-06, 1.0288925e-05, 9.6988715e-06, 0.9427396, 0.9690907, 0.9586699, 0.00078089675, 3.0853585e-05, 8.13967e-07, 1.2600495e-06, 1.5828777e-05, 7.6284305e-06, 2.1934973e-06]
